StokKodu;StokBarkod;StokAdi
5541;8,69058E+12;TAMEK 190GR PATLICAN KIZARTMA
3425;8,69058E+12;TAMEK 1LT MEYVE SUYU
3950;8,69058E+12;TAMEK 200ML LIMO CESITLERI
12371;8,69058E+12;TAMEK 250GR MISIR KONSERVESI
3565;8,69058E+12;TAMEK 250ML MEYVE SUYU TNK CESIT
4845;8,69058E+12;TAMEK 3/2 YAZ TURLUSU(1275ML)
5352;8,69058E+12;TAMEK 3/2 YESIL FASULYE(1275ML)
18860;8,69058E+12;TAMEK 300GR KAH.SOS TATLI,ACILI
5133;8,69058E+12;TAMEK 300GR NOHUT PILAKI
13535;8,69058E+12;TAMEK 330GR  BIBERIYE TURSUSU
5710;8,69058E+12;TAMEK 330GR DIL.JALAPENO TURSU
13339;8,69058E+12;TAMEK 330GR KORNISON TURSU
908;8,69058E+12;TAMEK 330GR YAKAN BIBER TURSUSU
17536;8,69058E+12;TAMEK 360GR SALCA CAM DOMATES
5091;8,69058E+12;TAMEK 380GR KURU INCIR RECELI
155;8,69058E+12;TAMEK 380GR PATLICAN KIZARTMA
1638;8,69058E+12;TAMEK 380GR PATLICAN KIZARTMA E.O
1639;8,69058E+12;TAMEK 400GR BARBUNYA PILAKI E.O
6430;8,69058E+12;TAMEK 400GR FASULYE PILAKISI
5573;8,69058E+12;TAMEK 400GR KETCAP ACILI
5574;8,69058E+12;TAMEK 400GR KETCAP NORMAL
1645;8,69058E+12;TAMEK 400GR YAPRAK DOLMA E.O
22597;8,69058E+12;TAMEK 540GR BIBER SALCASI ACI TATLI
3889;8,69058E+12;TAMEK 540GR DOMATES BIBER SALCASI
13003;8,69058E+12;TAMEK 580GR DOMATES SALCASI YORESEL
13157;8,69058E+12;TAMEK 600GR KOZLENMIS BIBER
7916;8,69058E+12;TAMEK 670 GR CAM BAMYA TOMBUL
3276;8,69058E+12;TAMEK 670GR CAM BAMYA SIVRI
4164;8,69058E+12;TAMEK 670GR KOZLENMIS BIBER
13341;8,69058E+12;TAMEK 680GR KARISIK TURSU CAM
13340;8,69058E+12;TAMEK 680GR SALATALIK TURSUSU
219;8,69058E+12;TAMEK 680GR YESIL FASULYE
3807;8,69058E+12;TAMEK 700GR SALCA CAM DOMATES
10516;8,69058E+12;TAMEK 800GR TNK SIVRI BAMYA
11588;8,69058E+12;TAMEK BEZELYE 4200GR
1690;8,69058E+12;TAMEK BEZELYE 830GR
13298;8,69058E+12;TAMEK BIBERCIK 130GR BIB.DOM.SUYU KONSAN
2452;8,69058E+12;TAMEK COEX KETCAP 280GR ACILI
5575;8,69058E+12;TAMEK COEX KETCAP 280GR NORMAL
6677;8,69058E+12;TAMEK COEX MAYONEZ 245 GR
11749;8,69058E+12;TAMEK COEX MAYONEZ 300ML(245GR)
7198;8,69058E+12;TAMEK DOGRANMIS DOMATES 400GR
13299;8,69058E+12;TAMEK DOMATES PURESI 135GR SARIMSAKLI
13300;8,69058E+12;TAMEK DOMATES PURESI 135GR SOGANLI
10039;8,69058E+12;TAMEK GARNITUR BEZELYE 550GR
15144;8,69058E+12;TAMEK GARNITUR BEZELYE 670GR CAM
5519;8,69058E+12;TAMEK HASL.410GR MEKSIKA FASULYESI
1705;8,69058E+12;TAMEK HASLANMIS BARBUNYA 800GR
1704;8,69058E+12;TAMEK HASLANMIS FASULYE 800GR
1703;8,69058E+12;TAMEK HASLANMIS NOHUT 800GR
1320;8,69058E+12;TAMEK ICE TEA 1LT CESIT
5271;8,69058E+12;TAMEK ICE TEA 330ML
18841;8,69058E+12;TAMEK KAK.FIN.KREMASI 350GR
3951;8,69058E+12;TAMEK KETCAP 355GR CESIT
4240;8,69058E+12;TAMEK KETCAP 600GR CESITLERI
2181;8,69058E+12;TAMEK KETCAP 650GR ACILI
2182;8,69058E+12;TAMEK KETCAP 650GR NORMAL
907;;TAMEK KETCAP MAYONEZ SET 1250GR
328;8,69058E+12;TAMEK KETCAP MAYONEZ SET 745GR
20581;8,69058E+12;TAMEK KETCAP+MAYONEZ 1300GR
13158;8,69058E+12;TAMEK KOZLENMIS PATLICAN 520GR
18928;8,69058E+12;TAMEK LIMONATA 1LT
382;8,69058E+12;TAMEK LIMONATA 1LT CAM
15736;8,69058E+12;TAMEK M.SUYU 1 LT %100 NAR
15163;8,69058E+12;TAMEK M.SUYU 1 LT %100 PORTAKAL CAM
11794;8,69057E+12;TAMEK M.SUYU 1 LT DOMATES(CAM)
768;8,69057E+12;TAMEK M.SUYU 1 LT ELMA CAM %100
5298;8,69058E+12;TAMEK M.SUYU 1 LT FRUIT MIX KARISIK MEY.
16280;8,69058E+12;TAMEK M.SUYU 1 LT KAR.MEYVE
1091;8,69057E+12;TAMEK M.SUYU 1 LT KAYISI
4273;8,69058E+12;TAMEK M.SUYU 1 LT PLS.KAN POR.CAM
7908;8,69058E+12;TAMEK M.SUYU 1 LT PLUS AN-PORT.SUY.
14523;8,69058E+12;TAMEK M.SUYU 1 LT PLUS HAV.POR.LIM
1090;8,69057E+12;TAMEK M.SUYU 1 LT PORTAKAL
1080;8,69057E+12;TAMEK M.SUYU 1 LT SEFTALI
770;8,69058E+12;TAMEK M.SUYU 1 LT UZUM %100
2327;8,69057E+12;TAMEK M.SUYU 1 LT VISNE
17958;8,69058E+12;TAMEK M.SUYU 1/1 KAHVALTIM SARI MEY.
22598;8,69058E+12;TAMEK M.SUYU 1LT ARMUT
20639;8,69058E+12;TAMEK M.SUYU 1LT SARAY SERBETI
702;8,69058E+12;TAMEK M.SUYU 1LT TANELIM PORTAKAL
1942;86903349;TAMEK M.SUYU 200ML ELMA
2125;8,69058E+12;TAMEK M.SUYU 200ML HAVUC-FRUITMIX
17959;8,69058E+12;TAMEK M.SUYU 200ML KAHVALTIM
16105;8,69058E+12;TAMEK M.SUYU 200ML KARISIK
1975;86903325;TAMEK M.SUYU 200ML KAYISI
2971;86903301;TAMEK M.SUYU 200ML PORTAKAL
1974;86903332;TAMEK M.SUYU 200ML SEFTALI
5680;86903318;TAMEK M.SUYU 200ML VISNE
16289;8,69058E+12;TAMEK M.SUYU 250ML %100 NAR
15167;8,69058E+12;TAMEK M.SUYU 250ML %100 PORTAKAL
16518;8,69058E+12;TAMEK M.SUYU 250ML %100 TURUNCGIL
16461;8,69058E+12;TAMEK M.SUYU 250ML FRUIT MIX
17183;8,69058E+12;TAMEK M.SUYU 250ML LIMONATA
772;8,69058E+12;TAMEK M.SUYU 250ML PLS.KAN POR.NAR
7828;8,69058E+12;TAMEK M.SUYU 250ML PLS.KARISIK
771;8,69058E+12;TAMEK M.SUYU 250ML PLS.UZUM
15166;8,69058E+12;TAMEK M.SUYU 250ML PLUS HAV.LIM.PORT
18187;8,69058E+12;TAMEK M.SUYU 330ML KAHVALTIM
2121;8,69057E+12;TAMEK M.SUYU 330ML KARISIK
8165;8,69057E+12;TAMEK M.SUYU 330ML KAYISI
15164;8,69058E+12;TAMEK M.SUYU 330ML PLS.KAN.POR.NAR
8166;8,69057E+12;TAMEK M.SUYU 330ML PORTAKAL
8164;8,69057E+12;TAMEK M.SUYU 330ML SEFTALI
8163;8,69057E+12;TAMEK M.SUYU 330ML VISNE
4057;8,69058E+12;TAMEK M.SUYU LIMO 200ML CESITLERI
425;8,69058E+12;TAMEK M.SUYU MEYVELIM VISNE 1LT
121;8,69058E+12;TAMEK M.SUYU ZINDE 330ML CESIT
122;8,69058E+12;TAMEK M.SUYU ZINDE DETOX 330ML
13997;8,69058E+12;TAMEK MARMELAT 350GR CILEK
13996;8,69058E+12;TAMEK MARMELAT 350GR VISNE
4056;8,69058E+12;TAMEK MAYONEZ 320GR
9855;8,69058E+12;TAMEK MAYONEZ 345GR
4241;8,69058E+12;TAMEK MAYONEZ 540GR
9856;8,69058E+12;TAMEK MAYONEZ 600GR
735;8,69058E+12;TAMEK MEYVELIM 185GR M.SUYU CESIT
1006;8,69058E+12;TAMEK MEYVELIM 185ML VISNE
19039;8,69058E+12;TAMEK RECEL 1800GR CILEK
19038;8,69058E+12;TAMEK RECEL 1800GR VISNE
5561;8,69058E+12;TAMEK RECEL 380 GR GUL
7349;8,69058E+12;TAMEK RECEL 380GR AHUDUDU
19100;8,69058E+12;TAMEK RECEL 380GR AHUDUDU
7350;8,69058E+12;TAMEK RECEL 380GR AYVA
19205;8,69058E+12;TAMEK RECEL 380GR AYVA
61;8,69058E+12;TAMEK RECEL 380GR BOGURTLEN
4843;8,69058E+12;TAMEK RECEL 380GR CILEK
18993;8,69058E+12;TAMEK RECEL 380GR CILEK
18989;8,69058E+12;TAMEK RECEL 380GR GUL
5560;8,69058E+12;TAMEK RECEL 380GR INCIR
18990;8,69058E+12;TAMEK RECEL 380GR INCIR
13001;8,69058E+12;TAMEK RECEL 380GR KARAKIRAZ
13002;8,69058E+12;TAMEK RECEL 380GR KARISIK YAZ
492;8,69058E+12;TAMEK RECEL 380GR KAYISI
19206;8,69058E+12;TAMEK RECEL 380GR KAYISI
7351;8,69058E+12;TAMEK RECEL 380GR PORTAKAL
9675;8,69058E+12;TAMEK RECEL 380GR SEFTALI
491;8,69058E+12;TAMEK RECEL 380GR VISNE
19019;8,69058E+12;TAMEK RECEL 380GR VISNE
13900;8,69058E+12;TAMEK RECEL 800GR AHUDUDU
13905;8,69058E+12;TAMEK RECEL 800GR AYVA
13899;8,69058E+12;TAMEK RECEL 800GR CILEK
14125;8,69058E+12;TAMEK RECEL 800GR GUL
14126;8,69058E+12;TAMEK RECEL 800GR INCIR
13901;8,69058E+12;TAMEK RECEL 800GR KARAKIRAZ
13903;8,69058E+12;TAMEK RECEL 800GR KARISIK KIS RECELI
13902;8,69058E+12;TAMEK RECEL 800GR KARISIK YAZ RECELI
13904;8,69058E+12;TAMEK RECEL 800GR KAYISI
7578;8,69058E+12;TAMEK RECEL 800GR PORTAKAL
5605;8,69058E+12;TAMEK RECEL 800GR SEFTALI
13898;8,69058E+12;TAMEK RECEL 800GR VISNE
657;8,69058E+12;TAMEK RECEL DIABETIK 200GR
1299;8,69058E+12;TAMEK RECEL DIABETIK AHUDUDU 290GR
1282;8,69058E+12;TAMEK RECEL DIABETIK CILEK 290GR
11882;8,69058E+12;TAMEK RECEL DIABETIK SEFTALI 290GR
1281;8,69058E+12;TAMEK RECEL DIABETIK VISNE 290GR
7445;8,69058E+12;TAMEK SALCA 4250GR
4775;8,69058E+12;TAMEK SALCA 425GR DOMATES
3244;8,69058E+12;TAMEK SALCA 830GR DOMATES
906;8,69058E+12;TAMEK SALCA BIBER 1500GR
9674;8,69058E+12;TAMEK SALCA TNK BIBER ACI 800GR
9673;8,69058E+12;TAMEK SALCA TNK BIBER NORMAL 800GR
323;8,69058E+12;TAMEK SOS 240GR RANCH SOS
321;8,69058E+12;TAMEK SOS 250GR ACI BIBER
322;8,69058E+12;TAMEK SOS 250GR BARBEKU
3695;8,69058E+12;TAMEK TAZE FASULYE 830GR DOMATESLI
18868;8,69058E+12;TAMEK TEEN 250ML CILEK
18869;8,69058E+12;TAMEK TEEN 250ML KAV.ELMA
1697;8,69058E+12;TAMEK TNK TOMBUL BAMYA 825GR
17002;8,69058E+12;TAMEK TON BALIGI 160GR
17001;8,69058E+12;TAMEK TON BALIGI 80GR
5540;8,69058E+12;TAMEK YAPRAK DOLMA 200GR
6942;8,69741E+12;TANG CILEK TOZU 45 GR
1445;43000340097;TANG ELMA TOZU 45GR
6943;8,69057E+12;TANG KAYISI TOZU 45 GR
4072;8,69057E+12;TANG LIMON TOZU 30GR
7471;8,69741E+12;TANG MANDALINA 45 GR
4053;8,69057E+12;TANG PORTAKAL TOZU 45GR
5041;43000340011;TANG SEFTALI TOZU 45GR
5105;8,69057E+12;TANG VISNE TOZU 30GR
13613;8,69058E+12;TANGO BEZELYE 5000GR
12075;8,69058E+12;TANGO SALCA 550GR
19660;8,69762E+12;TARAKLI DIL PEYNIRI,SUT KARD.250GR
19661;8,69762E+12;TARAKLI ORGU PEYNIRI 250GR
19659;8,69762E+12;TARAKLI TEL PEYNIRI 250GR
3970;8,6901E+12;TARIS 1LT CAM RIVIERA Z.YAG
3969;8,6901E+12;TARIS 1LT CAM SIZMA Z.YAG
4937;8,6901E+12;TARIS 1LT TENEKE Z.YAG RIVIERA
16309;8,6901E+12;TARIS KURU UZUM 500GR
1236;8,6901E+12;TARIS Z.YAG 250ML RIVIERA
1240;8,6901E+12;TARIS Z.YAG 250ML SIZMA
584;8,6901E+12;TARIS Z.YAG 500ML RIVIERA
586;8,6901E+12;TARIS Z.YAG 500ML SIZMA
583;8,6901E+12;TARIS Z.YAG 5LT RIVIERA
601;8,6901E+12;TARIS Z.YAG 5LT SIZMA
585;8,6901E+12;TARIS Z.YAG 750ML RIVIERA
587;8,6901E+12;TARIS Z.YAG 750ML SIZMA
22992;8,6901E+12;TARIS Z.YAGI 3LT RIVIERA
3369;8,6901E+12;TARPAK BEYAZ SIRKE 1LT
17285;8,69217E+12;TAT 1000GR ASURELIK BUGDAY
17292;8,69217E+12;TAT 1000GR BALDO PIRINC(YATAY)
17282;8,69217E+12;TAT 1000GR BARBUNYA
17280;8,69217E+12;TAT 1000GR BATTAL FASULYE
17394;8,69217E+12;TAT 1000GR DERMASON FASULYE (D)
17288;8,69217E+12;TAT 1000GR ESM.KOF.BULGUR
18604;8,69217E+12;TAT 1000GR HOROZ FASULYE
17395;8,69217E+12;TAT 1000GR IC KIRMIZI MERCIMEK (D)
17281;8,69217E+12;TAT 1000GR IRI DERMASON FASULYE(YATAY)
3742;8,69217E+12;TAT 1000GR JASMIN PIRINC
17284;8,69217E+12;TAT 1000GR KIR.MERCIMEK(YATAY)
17290;8,69217E+12;TAT 1000GR KIRIK PIRINC
17287;8,69217E+12;TAT 1000GR KOF.BULGUR(YATAY)
21653;8,69217E+12;TAT 1000GR MIDYAT BULGUR
17400;8,69217E+12;TAT 1000GR NOHUT (D)
21652;8,69217E+12;TAT 1000GR NOHUT KABAK 1000GR
17279;8,69217E+12;TAT 1000GR NOHUT(YATAY)
17396;8,69217E+12;TAT 1000GR ORTA PIL.PIRINC
17947;8,69217E+12;TAT 1000GR OSMANCIK PIRINC(YATAY)
17289;8,69217E+12;TAT 1000GR PATL.MISIR(DIKEY)
19662;8,69217E+12;TAT 1000GR PATL.MISIR(YATAY)
22103;8,69217E+12;TAT 1000GR PIL.BULGUR
17397;8,69217E+12;TAT 1000GR PIL.BULGUR (D)
17286;8,69217E+12;TAT 1000GR PIL.BULGUR(YATAY)
17291;8,69217E+12;TAT 1000GR PIL.PIRINC(YATAY)
20572;8,69217E+12;TAT 1000GR PIRINC OSMANCIK(D)
9217;8,69217E+12;TAT 1000GR SARI MERCIMEK
12861;8,69217E+12;TAT 1000GR SIRA FASULYE
17293;8,69217E+12;TAT 1000GR TRK.BALDO PIRINC(YATAY)
18887;8,69217E+12;TAT 1000GR YESIL MERCIMEK (D)
17283;8,69217E+12;TAT 1000GR YESIL MERCIMEK(YATAY)
5233;8,69064E+12;TAT 1450GR BIBER SALCASI
5232;8,69064E+12;TAT 1500GR DOMATES SALCASI
19702;8,69064E+12;TAT 160GR USKUMRU PILAKI
3614;8,69064E+12;TAT 160GR USKUMRU SADE
19701;8,69064E+12;TAT 160GR USKUMRU SOSLU
22720;8,69064E+12;TAT 190GR FASULYE PILAKI
896;8,69064E+12;TAT 190GR PATLICAN KIZARTMA
6288;8,69064E+12;TAT 190GR YAPRAK SARMA
19532;8,69217E+12;TAT 2000GR BALDO PIR.GONEN
19165;8,69217E+12;TAT 2000GR KIR.MERCIMEK
19033;8,69217E+12;TAT 2000GR KOF.BULGUR
18888;8,69217E+12;TAT 2000GR OSMANCIK PIRINC
19034;8,69217E+12;TAT 2000GR PIL.BULGUR
19166;8,69217E+12;TAT 2000GR PIL.PIRINC
11369;8,69217E+12;TAT 2000GR YESIL MERCIMEK
3978;8,69064E+12;TAT 200GR BARBUNYA PILAKI
3981;8,69064E+12;TAT 200GR ETLI KURU FASULYE
3977;8,69064E+12;TAT 200GR FASULYE PILAKI
3982;8,69064E+12;TAT 200GR MEKSIKA FASULYESI
3980;8,69064E+12;TAT 200GR NOHUTLU PILAV
3979;8,69064E+12;TAT 200GR SEBZELI BULGUR
595;8,69064E+12;TAT 220GR COEX SOS RANCH
2202;8,69064E+12;TAT 225GR COEX SOS MANGO KORI
598;8,69064E+12;TAT 225GR COEX SOS PERI PERI
599;8,69064E+12;TAT 240GR COEX SOS MANGO CURRY
18177;8,69217E+12;TAT 2500GR BULGUR PILAVLIK
18305;8,69217E+12;TAT 2500GR KIR.MERCIMEK
18179;8,69217E+12;TAT 2500GR PIRINC BALDO
18178;8,69217E+12;TAT 2500GR PIRINC OSMANCIK
18857;8,69217E+12;TAT 2500GR PIRINC PILAVLIK
596;8,69064E+12;TAT 250GR COEX SOS BARBEKU
597;8,69064E+12;TAT 250GR COEX SOS KEBAP
5724;8,69064E+12;TAT 300GR KAHVALTILIK SOS
4215;8,69064E+12;TAT 300GR SOS AJVAR
4216;8,69064E+12;TAT 300GR SOS CEVIZLI EZME
4214;8,69064E+12;TAT 300GR SOS LUTENITSA BALKAN SOSU
5260;8,69064E+12;TAT 330GR BIBERIYE TURSUSU
22527;8,69064E+12;TAT 330GR KIR.BIBERIYE TURSUSU
368;8,69064E+12;TAT 330GR KIRM.ACI BIBER TURSUSU
3975;8,69064E+12;TAT 330GR MANATAR DILIMLI
12651;8,69064E+12;TAT 340GR MANTAR KONSERVESI
7545;8,69064E+12;TAT 340GR MENEMEN HARCI
14174;8,69064E+12;TAT 350GR KORNISON TURSU
15713;8,69064E+12;TAT 380GR ZEY.YAGLI FASULYE KONSERVE
14170;8,69064E+12;TAT 400GR BARBUNYA PILAKI 1/2
16504;8,69064E+12;TAT 400GR ETLI KURU FASULYE
140;8,69064E+12;TAT 400GR ETLI NOHUT
15712;8,69064E+12;TAT 400GR FASULYE PILAKI
141;8,69064E+12;TAT 400GR NOHUT PILAKI
16083;8,69064E+12;TAT 400GR PATLICAN KIZARTMASI
153;8,69064E+12;TAT 400GR YAPRAK SARMA
18472;8,69217E+12;TAT 500GR PATLAYAN MISIR
12652;8,69064E+12;TAT 510GR MANTAR KONSERVESI
19781;8,69064E+12;TAT 600GR TATLI BIBER TURSUSU
7559;8,69064E+12;TAT 650GR KARISIK TURSU
15342;8,69064E+12;TAT 660GR TURLU CAM
3836;8,69064E+12;TAT 670GR BAMYA SULTANİ
10811;8,69064E+12;TAT 670GR CAM FASULYE
3437;8,69064E+12;TAT 680GR ACUR TURSU
22108;8,69064E+12;TAT 680GR ALMAN TURSUSU
22109;8,69064E+12;TAT 680GR CUBUK TURSU
4047;8,69064E+12;TAT 680GR DOMATES TURSUSU
19929;8,69064E+12;TAT 680GR LAHANA TURSU
5642;8,69064E+12;TAT 680GR PANCAR TURSUSU
5587;8,69064E+12;TAT 680GR SALATALIK TURSUSU
3976;8,69064E+12;TAT 680GR TURSU FASULYE
10743;8,69064E+12;TAT 800GR BAMYA SULTANI
8919;8,69064E+12;TAT 800GR BAMYA TOMBUL
727;8,69064E+12;TAT 820GR TURLU KONSERVE
9884;8,69064E+12;TAT ACI BIBER SOSU 270GR
745;8,69064E+12;TAT AYICIK KETCAP 280 GR
744;8,69064E+12;TAT AYICIK MAYONEZ 250 GR
13908;8,69064E+12;TAT BAMYA 5KG
7560;8,69064E+12;TAT BARBUNYA PILAKI 190GR
3784;8,69064E+12;TAT BEZELYE 680GR CAM
5310;8,69064E+12;TAT BEZELYE 830GR
12715;8,69064E+12;TAT BIBER SALCASI 550GR ACI
12714;8,69064E+12;TAT BIBER SALCASI 550GR TATLI
7901;8,69064E+12;TAT BIBER SALCASI 810GR ACI EXT
5394;8,69064E+12;TAT BIBER SALCASI 810GR EXTRA
14168;8,69064E+12;TAT BUFE KETCAP 750GR TATLI
6037;8,69064E+12;TAT CEVIZLI EZME 200GR
8285;8,69064E+12;TAT DOG.DOM.340GR
13497;8,69064E+12;TAT DOGR.DOMATES 400GR
879;8,69064E+12;TAT DOGRANMIS DOMATES 400gr
8281;8,69064E+12;TAT DOM.RENDESI 340GR
6399;8,69064E+12;TAT DOMATES PURESI 200GR
11310;8,69064E+12;TAT DOMATES SUYU 1 LT
10742;8,69064E+12;TAT FASULYE 810GR AYSE
20044;8,69064E+12;TAT FINDIKLI EZME 190GR
16365;8,69064E+12;TAT GARNITUR 550GR
7903;8,69064E+12;TAT GARNITUR CAM 340GR
463;8,69064E+12;TAT HARDAL 230GR
4642;8,69064E+12;TAT HARDAL CAM 190GR
9192;8,69064E+12;TAT HAS.410GR MEKSIKA FASULYE
9195;8,69064E+12;TAT HAS.820GR MEKSIKA FASULYE
14171;8,69064E+12;TAT HASLANMIS BARBUNYA 800GR
6453;8,69064E+12;TAT HASLANMIS FASULYE 800GR
174;8,69064E+12;TAT HASLANMIS NOHUT 800GR
703;8,69064E+12;TAT HUMUS KONSERVE 300GR
3330;8,69064E+12;TAT KETCAP 390GR
5362;8,69064E+12;TAT KETCAP 400GR CESIT
5940;8,69064E+12;TAT KETCAP 650GR
14169;8,69064E+12;TAT KETCAP 650GR ACI
450;8,69064E+12;TAT KETCAP 900GR CESIT
13129;8,69064E+12;TAT KETCAP CAPCAP 50CC (520GR)
15711;8,69064E+12;TAT KETCAP KEKIKLI 345GR
15710;8,69064E+12;TAT KETCAP PREMIUM 420GR
909;8,69064E+12;TAT KETCEP 250GR CESIT
9883;8,69064E+12;TAT KOZLENMIS BIBER 670GR CAM
12835;8,69064E+12;TAT KOZLENMIS PATLICAN 520GR/580CC
6048;8,69064E+12;TAT KURUTULMUS DOMATES 200GR
16082;8,6921E+12;TAT M.SUYU 1LT %100 DOMATES
15488;8,6921E+12;TAT M.SUYU 1LT %100 ELMA
15491;8,6921E+12;TAT M.SUYU 1LT %100 KIR.UZUM
15489;8,6921E+12;TAT M.SUYU 1LT %100 NAR
15490;8,6921E+12;TAT M.SUYU 1LT %100 PORTAKAL
15492;8,6921E+12;TAT M.SUYU 1LT KIRMIZI SEBZE
15493;8,6921E+12;TAT M.SUYU 1LT SEBZE SUYU
15494;8,6921E+12;TAT M.SUYU 1LT YESIL SEBZE
1024;8,69064E+12;TAT MAYONEZ 205GR
1186;8,69064E+12;TAT MAYONEZ 330GR
491;8,69064E+12;TAT MAYONEZ 345GR
14172;8,69064E+12;TAT MAYONEZ 450GR KASE
14273;8,69064E+12;TAT MAYONEZ 510GR LIGHT CAM
241;8,69064E+12;TAT MAYONEZ 550GR
13499;8,69064E+12;TAT MAYONEZ BUFE 750GR PLS
5373;8,69064E+12;TAT MAYONEZ CAM 500GR
7284;8,69064E+12;TAT MAYONEZ LIGHT 250 GR
15102;8,69064E+12;TAT MAYONEZ SARIMSAKLI 205GR
652;8,69064E+12;TAT MEZE 300GR BABAGANNUS
651;8,69064E+12;TAT MEZE 300GR FAVA
4271;8,69064E+12;TAT MISIR 210GR 3LU PAKET
2984;8,69064E+12;TAT MISIR 220GR
3268;8,69064E+12;TAT MISIR CAM 320 GR
12808;8,69064E+12;TAT PATLICAN SALATASI 520GR
15482;8,69064E+12;TAT RECEL 380GR CILEK
5038;8,69064E+12;TAT SALCA 4300GR
4069;8,69064E+12;TAT SALCA 430GR
5782;8,69064E+12;TAT SALCA 700GR
5039;8,69064E+12;TAT SALCA 830GR
12933;8,69064E+12;TAT SALCA CAM 360GR
834;8,69064E+12;TAT SALCA CAM 710GR
718;8,69064E+12;TAT SIKI DOSTLAR 650ML SET
3750;8,69064E+12;TAT SIKI DOSTLAR 735GR
242;8,69064E+12;TAT SIKI DOSTLAR SET 250ML
717;8,69064E+12;TAT SIKI DOSTLAR SET 400ML
12697;8,69064E+12;TAT SOS KIZARTMA(SAKSUKA) 300GR
2728;8,69064E+12;TAT SOS NAPOLITEN 300GR
14047;8,69064E+12;TAT SOY.DOMATES 800GR TNK
12716;8,69064E+12;TAT SU 0.5LT
12622;8,69064E+12;TAT SU 1,5LT
335;8,69064E+12;TAT TON 160GR 2LI
12190;8,69064E+12;TAT TON BALIGI 160GR
12211;8,69064E+12;TAT TON BALIGI 80GR
162;8,69064E+12;TAT TON BALIGI 80GR 3LU
15897;8,69064E+12;TATKOY  SALCA 55OGR BIBER
13891;8,69064E+12;TATKOY SALCA 560GR ANTEP DOM+BIBER
453;8,69064E+12;TATKOY SALCA 560GR DOMATES
18295;8,69059E+12;TATTOO 125ML DEO ANGEL
18292;8,69059E+12;TATTOO 125ML DEO CHARM
18293;8,69059E+12;TATTOO 125ML DEO PASSION
18294;8,69059E+12;TATTOO 125ML DEO STAR
18291;8,69059E+12;TATTOO 50ML EDT.ANGEL
18289;8,69059E+12;TATTOO 50ML EDT.CHARM
18288;8,69059E+12;TATTOO 50ML EDT.PASSION
18290;8,69059E+12;TATTOO 50ML EDT.STAR
18002;8,691E+12;TAYAS CIKOKREM 450GR
971;8,691E+12;TAYAS CRIMERA 180GR KARAMELLI
6230;2710560;TAYAS DAMLA SEKER KG
17317;8,691E+12;TAYAS GIFT 180GR FIN.KARAMEL
17319;8,691E+12;TAYAS GIFT 180GR KAH.TROP.MEYVALI
17318;8,691E+12;TAYAS GIFT 180GR KAR.SUTLU
146;8,691E+12;TAYAS GIFT 180GR TROP.MEYVALI
17321;8,691E+12;TAYAS ORIENT 265GR CILEKLI
17320;8,691E+12;TAYAS ORIENT 265GR FINDIKLI
6179;8,691E+12;TAYAS ORIENT 325GR CILEKLI
6148;8,691E+12;TAYAS ORIENT 325GR FINDIKLI
17405;8,691E+12;TAYAS ORIENT 325GR PIR.PATLAKLI
17315;8,691E+12;TAYAS TUVANA 180GR FINDIKLI
991;8,691E+12;TAYAS TUVANA 180GR SUTLU
17316;8,691E+12;TAYAS TUVANA 180GR VISNELI
927;8,68175E+12;TAZECIK 400GR KOKTEYL KURUYEMIS
20971;5,90107E+12;TEDI 200ML M.SUYU CIL.ELMA.HAV.
20970;5,90107E+12;TEDI 200ML M.SUYU ELM.HAV.KAYISI
20969;5,90107E+12;TEDI 200ML M.SUYU HA.ANANAS.MANGO
20968;5,90107E+12;TEDI 200ML M.SUYU HA.SEF.ELMA
578;5,90107E+12;TEDI 21GR CESITLERI
4030;5,90107E+12;TEDI 300ML CAM ANANAS MNG.
21917;5,90107E+12;TEDI 300ML CAM H.E.KAYISI
4440;5,90107E+12;TEDI 300ML CAM H.E.SEFTALI
21260;5,90107E+12;TEDI 300ML CAM SISE H.E.ARMUT
21974;5,90107E+12;TEDI 300ML PET KARISIK
21965;5,90107E+12;TEDI 300ML PET KARPUZ ELMA
21966;5,90107E+12;TEDI 300ML PET SEF.KAYISI
21845;5,90107E+12;TEDI 750ML M.SUYU CESITLERI
576;5,90107E+12;TEDI COOKIE KURABIYE 126GR CESIT
10508;8,69016E+12;TEKSUT 160 GR PEYNIR KREM
3211;8,69016E+12;TEKSUT 1KG KASAR
4344;8,69016E+12;TEKSUT 1LT SUT %1 YAGLI
10487;8,69016E+12;TEKSUT 230 GR AYRAN TAM YAGLI
10498;8,69016E+12;TEKSUT 250 GR KASAR DILIM
10511;8,69016E+12;TEKSUT 250 GR KASAR DILIMLI
10512;8,69016E+12;TEKSUT 250 GR KASAR RENDE
10507;8,69016E+12;TEKSUT 250 GR PEYNIR DIL
10501;8,69016E+12;TEKSUT 250 GR TEREYAG YAYIK
4369;8,69016E+12;TEKSUT 250GR TAM YAGLI PEUNIR
10499;8,69016E+12;TEKSUT 350 GR KASAR ESKI
10509;8,69016E+12;TEKSUT 350 GR PEYNIR KREM
10500;8,69016E+12;TEKSUT 350 GR PEYNIR MIHALIC
4368;8,69016E+12;TEKSUT 350GR KLASIK PEYNIR
10506;8,69016E+12;TEKSUT 400 GR PEYNIR CERKEZ
3529;8,69016E+12;TEKSUT 400GR TEREYAG TOPAK
