StokKodu;StokBarkod;StokAdi
19865;8,69064E+12;DOMESTOS RZV.BLOK 110GR DAG,DENIZ
1850;8,69064E+12;DOMESTOS SIFIR 675ML CESITLERI
16506;8,71764E+12;DOMESTOS SIFIR KIREC 800ML
16507;8,71764E+12;DOMESTOS SIFIR KIREC 800ML LIMON
22118;8,69064E+12;DOMESTOS SIFIR KIREC SOKUCU YAZ GUN.750ML
14025;8,69052E+12;DOMESTOS SPREY 500ML
6666;8,69064E+12;DOMESTOS SPREY MUTFAK 750ML
9613;8,69052E+12;DOMESTOS TOZ DAG ESINTISI 1000 GR
9612;8,69052E+12;DOMESTOS TOZ DAG ESINTISI 500 GR
9614;8,69052E+12;DOMESTOS TOZ LIM.FERAHLIGI 1000 GR
9808;8,69052E+12;DOMESTOS TOZ LIM.FERAHLIGI 500 GR
2705;8,72018E+12;DOMESTOS TUV.UZMANI 750ML
5874;8,68313E+12;DOMESTOS WC BLOK 7*100GR
21727;8,71256E+12;DOMESTOS WC TURBO ETKI 32GR
5978;8,69647E+12;DOMESTOS+CIF 1200 GR
12635;8,69062E+12;DORITOS 100GR ALATURCA SUS.BEY.PEY.CESNI
16694;8,69062E+12;DORITOS 100GR TACO
21971;8,69062E+12;DORITOS 106GR RISK
12491;8,69062E+12;DORITOS 109GR ALTRCA HAS&KUR.DOMATE
12831;8,69062E+12;DORITOS 109GR HOT CORN ACILI
12492;8,69062E+12;DORITOS 109GR NACO PEYNIR
12342;8,69062E+12;DORITOS 114GR TACO BAHARAT
20159;8,69062E+12;DORITOS 140GR DIPPAS
131;8,69062E+12;DORITOS 142GR HAYDARI
18327;8,69062E+12;DORITOS 146GR ASK ACI(SUPER)
19084;8,69062E+12;DORITOS 150GR FRITOS BARBEKU
19083;8,69062E+12;DORITOS 150GR FRITOS TAT,ACI BIBER
12286;8,69062E+12;DORITOS 160GR ALATURCA SUS.BEY.PEY.CESNI
555;8,69062E+12;DORITOS 174GR MUSIC KIR.BIB,TAT.BIBER
18417;8,69062E+12;DORITOS 181GR ACILI
15843;8,69062E+12;DORITOS 186GR ALATURCA COR.&KOZ.BIBER
12285;8,69062E+12;DORITOS 201GR DIPPAS SOS
1874;8,69062E+12;DORITOS 20GR IKILI
1590;8,69062E+12;DORITOS 28GR CESITLERI
15876;8,69062E+12;DORITOS 30GR HOT CORN
15875;8,69062E+12;DORITOS 35GR NACO
15874;8,69062E+12;DORITOS 35GR TACO
8368;8,69062E+12;DORITOS 50GR NACHO
8369;8,69062E+12;DORITOS 53GR TACO
9964;8,69062E+12;DORITOS 75GR ALATURCA OFIS DOM.KOZ.SOGAN
9961;8,69062E+12;DORITOS 75GR ALATURCA OFIS YOG.MEV.YESIL
20557;8,69062E+12;DORITOS 75GR EXT.MEX.ACI BAH.
12373;8,69062E+12;DORITOS 75GR HATCORN ACI BIBER
12280;8,69062E+12;DORITOS 76GR TACO BAHARAT
12278;8,69062E+12;DORITOS 78GR ALTRCA HAS-KUR.DO
18328;8,69062E+12;DORITOS 79GR ASK ACI (AILE)
18329;8,69062E+12;DORITOS 79GR ASK TATLI(AILE)
20161;8,69062E+12;DORITOS 84GR POPS
13061;8,69062E+12;DORITOS 85GR ALATURCA COREKOTU KOZLEN.BI
19085;8,69062E+12;DORITOS 85GR FRITOS BARBEKU
19203;8,69062E+12;DORITOS 85GR FRITOS BIBERLI
12281;8,69062E+12;DORITOS 91GR DIPPAS SOS
13215;8,69062E+12;DORITOS DIPPAS SALSA CIPS SOSU 190GR CAM
3972;8,694E+12;DORTKAR 1500GR BIBER TURSUSU
3395;8,694E+12;DORTKAR 500GR ASM YAPRAGI
20907;8,694E+12;DORTKAR BIBER TURSUSU 2KG
264;8,6977E+12;DORUK UN 1KG
791;8,6977E+12;DORUK UN 2KG
792;8,6977E+12;DORUK UN 5KG
12558;8,69647E+12;DOVE 150ML BODY SILK KREM
21875;8,69064E+12;DOVE 150ML BODY SıLK PURELY
17526;6,28101E+12;DOVE 150ML FRESH TOUCH KREM
22067;8,69064E+12;DOVE 300ML BODY SIILK SHEA BUTTER
9524;8,69647E+12;DOVE 300ML BODY SILK KREM
17525;6,28101E+12;DOVE 300ML FRESH TOUCH KREM
10011;8,69064E+12;DOVE 750ML SAMP.DUS JELI HEDIYE
5643;8,69064E+12;DOVE 750ML SAMP.DUS JELI HEDIYELI
10020;8,69064E+12;DOVE 750ML SAMP.SAC KREMI HEDIY.
7823;8,69064E+12;DOVE 750ML SAMP.SAC KREMI HEDIYE
11521;8,69647E+12;DOVE BODY EL VE VUCUT SUTU 250ML
7847;8,69064E+12;DOVE BODY SILK 300ML(SILK NOURIST)
19461;8,69064E+12;DOVE BODY SILK 50ML
16346;6,28101E+12;DOVE BODY SILK 75ML TOUCH
10599;8,69052E+12;DOVE BODY SILK 75ML TUP
13638;8,71716E+12;DOVE CREAM INTENSIVE 150ML
6702;5,9003E+12;DOVE DEO 150 ML BEAUTY FINISH
12778;8,69052E+12;DOVE DEO 150ML FRESH
12777;8,69052E+12;DOVE DEO 150ML POWDER
16487;7,79129E+12;DOVE DEO 150ML SENSITIVE,ORG.
17420;8,69064E+12;DOVE DEO GRY.LIM.169ML
17421;8,69064E+12;DOVE DEO SAL.YES.CAY 169ML
12555;8,69647E+12;DOVE DEO SPREY PUMP 75ML
2978;8,69064E+12;DOVE DUS JELI 250ML
9523;4,00039E+12;DOVE DUS JELI 250ML
12681;8,69647E+12;DOVE DUS JELI 250ML AROMA MASSAGE SHOWER
2568;8,69064E+12;DOVE DUS JELI 250ML CHERRY
12682;8,69647E+12;DOVE DUS JELI 250ML FIRMING SHOWER
12680;8,69647E+12;DOVE DUS JELI 250ML INDULGING CREAM SHOW
12684;8,69647E+12;DOVE DUS JELI 250ML REFRESHING SHOWER
12683;8,69647E+12;DOVE DUS JELI 250ML RELAXING SHOWER
455;8,69064E+12;DOVE DUS JELI 500ML LIF HEDIYELI
12410;8,69647E+12;DOVE FIRMING LOTION 250ML BODY
12214;8,71716E+12;DOVE GEL CREAM FIRMING 200ML
12986;8,71716E+12;DOVE HAIR SILK 250ML BOYALI SAC PAR.MASK
12452;8,69647E+12;DOVE ROLL ON 50ML FRESH
16329;78914407;DOVE ROLL ON 50ML ORIGINAL
12451;8,69647E+12;DOVE ROLL ON 74ML POWDER
17419;4,80089E+12;DOVE ROLL ON GRY.LIM.50ML
17423;4,80089E+12;DOVE ROLL ON SILK GAL.50ML
6704;78915343;DOVE ROLL-ON 50 ML SENSITIVE,INS.DRY
13636;8,69052E+12;DOVE S.KREM 7/24 200ML BOYALI SACLARA
13634;8,69052E+12;DOVE S.KREM 7/24 200ML INCE TELLI
13635;8,69052E+12;DOVE S.KREM 7/24 200ML KURU SAC
3398;8,69064E+12;DOVE SAC KREMI 150ML
12163;8,69052E+12;DOVE SAC KREMI 200ML INCE TELLI SAC
13056;8,69064E+12;DOVE SAC KREMI 350ML NEM,BOY,ONAR.KOP
12179;8,69064E+12;DOVE SAC KREMI 400ML KOMP.BAKIM
12357;8,69064E+12;DOVE SAC KREMI 400ML ONARICI
12178;8,69064E+12;DOVE SAC KREMI 700ML B.BAKIM
6356;8,69064E+12;DOVE SAC KREMI 700ML DOK.KARSI
10176;8,69052E+12;DOVE SAC KREMI KURU,YIPR.200 ML
10175;8,69052E+12;DOVE SAC KREMI NORMAL 200 ML
958;8,69064E+12;DOVE SAMPUAN 600ML
159;8,69064E+12;DOVE SIVI SABUN 250ML A.MESSAGE
2979;8,69064E+12;DOVE SIVI SABUN 250ML FRESH TOUCH
117;4,00039E+12;DOVE SIVI SABUN 250ML KREMLI (CREAM WASH
14354;8,69064E+12;DOVE SIVI SABUN 250ML MOUSTURISING
7634;8,69064E+12;DOVE SIVI SABUN 250ML REFRESHING
7585;8,69064E+12;DOVE SIVI SABUN 250ML RELAXING
13637;8,69052E+12;DOVE SIVI SABUN 450ML
14251;8,69064E+12;DOVE SIVI SABUN 500ML A.MESSAGE
6763;8,69064E+12;DOVE SIVI SABUN 500ML FRESH TOUCH
14247;8,69064E+12;DOVE SIVI SABUN 500ML REFRESHING
14248;8,69064E+12;DOVE SIVI SABUN 500ML RELAXING
10169;8,69052E+12;DOVE SMP.200ML BOYALI SACLAR
11270;8,69052E+12;DOVE SMP.200ML INCE TELLI
12159;8,69052E+12;DOVE SMP.200ML KEPEK
10168;8,69052E+12;DOVE SMP.200ML KURU VE YIPRANMIS
10167;8,69052E+12;DOVE SMP.200ML NORMAL
15789;8,69064E+12;DOVE SMP.200ML TERAPI NEMLENDIRICI
10170;8,69052E+12;DOVE SMP.200ML YAGLI SACLAR
12158;8,69052E+12;DOVE SMP.200ML-T-2/1 KEPEK SAMP+YOGUN
12267;8,69052E+12;DOVE SMP.400ML 2/1 KEPEK
10173;8,69052E+12;DOVE SMP.400ML BOYALI SACLAR
10174;8,69052E+12;DOVE SMP.400ML CABUK YAGLANAN
2662;8,69064E+12;DOVE SMP.400ML CESITLERI
11271;8,69052E+12;DOVE SMP.400ML INCE TELLI
12160;8,69052E+12;DOVE SMP.400ML KEPEK
10172;8,69052E+12;DOVE SMP.400ML KURU VE YIPR.
10171;8,69052E+12;DOVE SMP.400ML NORMAL SACLAR
16025;8,69064E+12;DOVE SMP.400ML TERAPI ARINDIRICI
15023;8,69064E+12;DOVE SMP.550ML 2 IN 1 NRM.SAC,KOMP.BAK
15152;8,69064E+12;DOVE SMP.550ML 2IN1 GUN.TERAPI
13018;8,69052E+12;DOVE SMP.550ML CESITLERI
7730;8,69064E+12;DOVE SMP.550ML ISIYA KARSI
12894;8,69052E+12;DOVE SMP.550ML KEPEGE KARSI
3396;8,69064E+12;DOVE SMP.550ML KOP.DOKULME
3395;8,69052E+12;DOVE SMP.550ML KURU KABARAN
12895;8,69052E+12;DOVE SMP.550ML KURU YIP.YOG.ONARICI
13017;8,69052E+12;DOVE SMP.550ML NRM./GUN.TERAPI)
11272;8,69064E+12;DOVE SMP.600ML NEMLENDIRICILI
12811;8,69052E+12;DOVE SMP.700ML CABUK YAGLANAN SACLAR
12162;8,69052E+12;DOVE SMP.700ML KEPEKLI SACLAR
17540;8,69064E+12;DOVE SMP.700ML+SAC KRM.350ML
12161;8,69052E+12;DOVE SMP.700ML-T-.2/1 KEPEK SAMP+YOGUN
15153;8,69064E+12;DOVE SMP.750ML 2IN1 KEPEGE KARSI
13020;8,69052E+12;DOVE SMP.750ML 2'SI 1 ARADA KEPEGE KARS
13019;8,69052E+12;DOVE SMP.750ML INCE YAGLI SACLAR ICIN
3394;8,69064E+12;DOVE SMP.750ML KURU SAC (NEM.TER)
12449;8,69647E+12;DOVE STICK 45GR POWDER
12450;8,69647E+12;DOVE STICK 50GR FRESH
6762;8,69064E+12;DOVE STICK 50GR ORIGINAL
6703;78004757;DOVE STICK 50GR SENSITIVE,ENERGY DRY
16027;78007642;DOVE STICK 50GR SILK,INS DRY
17424;8,69064E+12;DOVE STICK GRY.LIM.50GR
17422;8,69064E+12;DOVE STICK SAL.YES.CAY 50GR
16028;85904477;DOVE YOG.BAKIM KREMI 30ML
21016;8,71256E+12;DOVE*CREAM BAR COCONUT 100GR
21017;8,71045E+12;DOVE*CREAM BAR REVIVE 100GR
4372;8,69642E+12;DOYFARM 240GR DILIMLI SUCUK
4371;8,69642E+12;DOYFARM 330GR SOSIS
17928;8,69642E+12;DOYFARM 380GR PILIC SUCUK
21644;8,69642E+12;DOYFARM KUVET SINITZEL 500GR
21645;8,69642E+12;DOYFARM KUVET VNUGGET 500GR
21708;8,69642E+12;DOYFARM NUGGET 700GR
17996;8,69061E+12;DOYUM DON.BEZELYE 450GR
2178;8,69061E+12;DOYUM DON.MILFOY 1000GR
17760;8,69061E+12;DOYUM DON.MILFOY 500GR
2179;8,69061E+12;DOYUM DON.PATATES 1000GR
18090;8,69061E+12;DOYUM DON.PATATES KROKET 400GR
18532;8,69061E+12;DOYUM DON.TAZE FASULYE 450GR
16868;8,69061E+12;DOYUM MISIR 220GR
5377;8,69497E+12;DP 350ML SAC KREMI
5587;8,69497E+12;DP 425ML SAMPUAN CESITLERI
643;8,69033E+12;DR.MALT 250ML CESITLERI
5136;8,69063E+12;DR.OETKER AROMA VERICI 38ML
2803;8,69063E+12;DR.OETKER BAJHARATLI SEKER 13GR
4020;8,69063E+12;DR.OETKER BAR.PUDING 28GR
19421;8,69063E+12;DR.OETKER CIK.HARF,RAKAMLAR
3946;8,69063E+12;DR.OETKER CIK.PARC.3RENK 70GR
2392;8,69063E+12;DR.OETKER CIKOLATALI MOUSSE 115GR
12685;8,69063E+12;DR.OETKER CREME OLE CILEK 129GR
10929;8,69063E+12;DR.OETKER CREME OLE MUZ 118 GR
10928;8,69063E+12;DR.OETKER CREME OLE VANILYA 118 GR.
51;8,69063E+12;DR.OETKER DEKOR KUVERTUR BITTER 150GR
12132;8,69063E+12;DR.OETKER DOLGU KREMASI VANILYALI 55GR
2409;8,69063E+12;DR.OETKER DONDURMA CILEKLI 77GR
9166;8,69063E+12;DR.OETKER DONDURMA LIMONLU 72 GR
2402;8,69063E+12;DR.OETKER DONDURMA VANILYALI 75GR
2410;8,69063E+12;DR.OETKER DONDURMA VISNELI 83GR
1052;8,69063E+12;DR.OETKER DUO PASTA KREMASI CIKOLATALI 158GR
1053;8,69063E+12;DR.OETKER DUO PASTA KREMASI CILEK 136GR
874;8,69063E+12;DR.OETKER EGL.PUD.MUZLU 63GR
873;8,69063E+12;DR.OETKER EGL.PUD.VANILINLI 71GR
19618;8,69063E+12;DR.OETKER EKLER 230GR
206;8,69063E+12;DR.OETKER EKSI MAYA 35GR
231;8,69063E+12;DR.OETKER FONDO 58GR
5140;8,69063E+12;DR.OETKER GLAZUR 85GR CIKOLATALI
17211;8,69063E+12;DR.OETKER GLAZUR BITTER 100GR
4964;8,69063E+12;DR.OETKER GLAZUR SADE 85GR
17212;8,69063E+12;DR.OETKER GLAZUR SIY.BEY.100GR
1502;8,69063E+12;DR.OETKER GLUTENSIZ EKMEK KARISIMI 291GR
1501;8,69063E+12;DR.OETKER GLUTENSIZ KEKUN 390GR VANILYA
1500;8,69063E+12;DR.OETKER GLUTENSIZ KEKUN 400GR KAKAOLU
421;8,69063E+12;DR.OETKER GLUTENSIZ KREM SANTI 75GR
1499;8,69063E+12;DR.OETKER GLUTENSIZ SADE UN 250GR
17210;8,69063E+12;DR.OETKER GOURMET KAKAO 50GR
5913;8,69063E+12;DR.OETKER HAZIR SOS 50GR BOGURTLENLI
5821;8,69063E+12;DR.OETKER HAZIR SOS 50GR CIKOLATALI
2193;8,69063E+12;DR.OETKER HIZLI NISASTA 10GR
1497;8,69063E+12;DR.OETKER JEL 100GR (BITKISEL)
2240;8,69063E+12;DR.OETKER JEL 100GR CILEK
6533;8,69063E+12;DR.OETKER JEL 100GR KIVI-YES.ELM(BITKISE
1531;8,69063E+12;DR.OETKER JEL 100GR LIMON
6531;8,69063E+12;DR.OETKER JEL 100GR MUZ
7905;8,69063E+12;DR.OETKER JEL 100GR MUZ
2230;8,69063E+12;DR.OETKER JEL 100GR VISNE
4353;8,69063E+12;DR.OETKER JELATIN 6GR
1986;8,69063E+12;DR.OETKER JOLE 100GR PORTAKAL
1987;8,69063E+12;DR.OETKER JOLE 100GR SEFTALI
7868;8,69063E+12;DR.OETKER KAKAO 100 GR
7867;8,69063E+12;DR.OETKER KAKAO 25 GR
868;8,69063E+12;DR.OETKER KAKAO GLUTENSIZ 70GR
2107;8,69063E+12;DR.OETKER KAKO 25GR*2
233;8,69063E+12;DR.OETKER KEKBURGER 277GR
9847;8,69063E+12;DR.OETKER KEKUN DORT MEVSIM 440 GR
9846;7,85469E+12;DR.OETKER KEKUN H.CEVIZLI 380 GR
1926;8,69063E+12;DR.OETKER KEKUN KAKAOLU 350GR
7339;8,69063E+12;DR.OETKER KEKUN KREMELO 460 GR
7436;8,69063E+12;DR.OETKER KEKUN LIMONLU 430GR
7435;8,69063E+12;DR.OETKER KEKUN MEYVELI 500 GR
1933;8,69063E+12;DR.OETKER KEKUN SADE 450GR
4299;8,69063E+12;DR.OETKER KEKUN SOKO 500GR
12131;8,69063E+12;DR.OETKER KILIMANJARO 460GR
13554;8,69063E+12;DR.OETKER KIVAM VERICI 20GR
12130;8,69063E+12;DR.OETKER KOSTEBEK PASTA 450GR
2393;8,69063E+12;DR.OETKER KREM KARAMEL 105GR
1980;8,69063E+12;DR.OETKER KREM SANTI 150GR
9404;8,69063E+12;DR.OETKER KREM SANTI 75 GR
7438;8,69063E+12;DR.OETKER KREM SANTI CILEKLI 150 GR
15020;8,69063E+12;DR.OETKER KREM SANTI ORM.MEY.75GR
21287;8,69063E+12;DR.OETKER KREP 177GR
11155;8,69063E+12;DR.OETKER KREP UNU 275 GR
16969;8,69063E+12;DR.OETKER LILLIFEE MUFFIN CIL.GRZ'LU
2805;8,69063E+12;DR.OETKER LIMONLU SEKER 14GR
1498;8,69063E+12;DR.OETKER MAYA AKTIF 90GR
19619;8,69063E+12;DR.OETKER MERENGLI TART 510GR
869;8,69063E+12;DR.OETKER MISIR NIS.GLUTENSIZ 150GR
22267;8,69063E+12;DR.OETKER MUG PUDING CIKOLATALI 38GR
22268;8,69063E+12;DR.OETKER MUG PUDING MUZLU 311GR
22266;8,69063E+12;DR.OETKER MUG PUDING VAN.KAKAO 36GR
3023;8,69063E+12;DR.OETKER MUSLI 375GR BALLI CRUNCHY
445;8,69063E+12;DR.OETKER MUSLI 375GR CIKOLATA
444;8,69063E+12;DR.OETKER MUSLI 375GR MEYVELI
740;8,69063E+12;DR.OETKER PANCAKE 134GR
1979;8,69063E+12;DR.OETKER PANDISPANYA UN 350GR
1921;8,69063E+12;DR.OETKER PASTA KREMASI 136GR KAKAO
845;8,69063E+12;DR.OETKER PASTA SUSU KAK.CUBUK 10GR
17214;8,69063E+12;DR.OETKER PASTA SUSU KAKAOLU 80GR
91;8,69063E+12;DR.OETKER PASTA SUSU SEKERLI 10GR
17213;8,69063E+12;DR.OETKER PASTA SUSU SEKERLI 80GR
19366;8,69063E+12;DR.OETKER PELTE DAG CILEGI TADINDA
19367;8,69063E+12;DR.OETKER PELTE MANDALINA TADINDA
870;8,69063E+12;DR.OETKER PIRINC UNU GLUTENSIZ 175GR
871;8,69063E+12;DR.OETKER PIRINC UNU IRMIKLI 175GR
48;8,69063E+12;DR.OETKER PISMELI PASTA KREMACI 150GR
448;8,69063E+12;DR.OETKER PIZZA 200GR MINI
5245;8,69063E+12;DR.OETKER PIZZA UN 225 GR
2804;8,69063E+12;DR.OETKER PORTAKALLI SEKER 14GR
13014;8,69063E+12;DR.OETKER PUDING CIK.BADEMLI
2380;8,69063E+12;DR.OETKER PUDING CILEK 120GR
12128;8,69063E+12;DR.OETKER PUDING GARANTI MUZLU 72GR
12129;8,69063E+12;DR.OETKER PUDING GARANTI VANILYALI 72GR
12740;8,69063E+12;DR.OETKER PUDING HINDISTAN CEVIZLI 154GR
2377;8,69063E+12;DR.OETKER PUDING KAKAOLU 147GR
2391;8,69063E+12;DR.OETKER PUDING MUZLU 120GR
2367;8,69063E+12;DR.OETKER PUDING VANILIN 120GR
4296;8,69063E+12;DR.OETKER PUDRA SEKERI 250GR
13577;8,69063E+12;DR.OETKER RECEL YAP 25GR
4857;8,69063E+12;DR.OETKER RECEL YAP 50 GR
1869;8,69063E+12;DR.OETKER RENKLENDIRICI 10GR CESIT
53;8,69063E+12;DR.OETKER SADE KUTLAMA PASTASI 485GR
2703;8,69063E+12;DR.OETKER SALEP ZENC.KARAFILLI 18GR
5141;8,69063E+12;DR.OETKER SEKER HAMURU 200GR
6456;8,69063E+12;DR.OETKER SULTAN TATLISI
7434;8,69063E+12;DR.OETKER TART JOLE 39GR
1978;8,69063E+12;DR.OETKER TART UN JOLELI 263GR
12135;8,69063E+12;DR.OETKER TIRAMISU 355GR
814;8,69063E+12;DR.OETKER TOZ ICE TEA LIMON 60GR
5408;8,69063E+12;DR.OETKER TOZ ICE TEA SEFTALI 60GR
3909;8,69063E+12;DR.OETKER TRILECE 312GR H.CEVIZLI
442;8,69063E+12;DR.OETKER TURSUKUR 100GR
18560;4,00052E+12;DR.OETKER VITALIS 450GR BAL-BADEM
18605;4,00052E+12;DR.OETKER VITALIS 450GR MULTI MEYVE
739;8,69063E+12;DR.OETKER WAFFLE 210GR
4351;8,69063E+12;DR.OTKER MOUSSE 86GR CIKOLATA
3396;5,99875E+12;DREAMIES 60GR ÇESITLERI
6272;8,6905E+12;DUCROS KEKIK 60GR
6999;8,6905E+12;DUCROS NANE 70GR
6056;8,6905E+12;DUCROS PUL BIBER 200GR
11686;8,6908E+12;DUDEN 4900ML BULASIK DETERJANI
14155;8,6908E+12;DUDEN 4900ML HYPO CAM.SUYU
15803;8,6908E+12;DUDEN 6LT CAMASIR SUYU
16364;8,6908E+12;DUDEN 6LT SIVI BUL.DETERJAN
11118;8,6908E+12;DUDEN 850 ML HY.CAM.SUYU
12469;8,6908E+12;DUDEN CAMASIR SUYU 30LT HYPO EL VE MATIK
11120;8,6908E+12;DUDEN TUZ RUHU 600 ML
12520;8,6908E+12;DUDEN TUZ RUHU 850ML
512;8,6955E+12;DUKAN 132GR PEYNIR KEPEK
513;8,6955E+12;DUKAN 140GR CIKOLATA FINDIK
117;8,68025E+12;DUMAN 200GR ZEYTIN CESITLERI
4478;8,69059E+12;DUNLOP DEO 150ML MAVI
23;8,69059E+12;DUNLOP DEO 150ML YESIL
13437;8,69059E+12;DUNLOP DEO SUMMER MAN 150ML
4242;8,69059E+12;DUNLOP EDT 100ML
5247;8,69059E+12;DUNLOP EDT SPORT 100ML
1549;80052357;DUPLO GOFRET 26GR 103
3732;5,00039E+12;DURACELL 2016 ULTRA  LITYUM
3733;5,00039E+12;DURACELL 2025 ULTRA LITYUM
3734;5,00039E+12;DURACELL 2032 ULTRA LITYUM 2LI
3735;5,00039E+12;DURACELL LR44 ULTRA LITYUM
17452;8,69384E+12;DURAN TURSU 200GR
3049;8,69051E+12;DURU 1+1 DENIZ MINER.400GR
3047;8,69051E+12;DURU 1+1 LIMON CICEGI(TROPIK)400GR
3048;8,69051E+12;DURU 1+1 LOTUS CICEGI(KASMIR)400GR
8123;8,69051E+12;DURU 1+1 PAPATYA CICEGI 100GR
3046;8,69051E+12;DURU 1+1 YESIL CAY 400GR
3885;8,69144E+12;DURU 1KG ASURELIK BUGDAY
5375;8,69144E+12;DURU 1KG BASMATI PIRINC
3865;8,69144E+12;DURU 1KG BULGUR BASAKBASI
4383;8,69144E+12;DURU 1KG BULGUR ESMER
3717;8,69144E+12;DURU 1KG BULGUR IRI PILAVLIK
3712;8,69144E+12;DURU 1KG BULGUR KOFTELIK CIG KOFTELIK
3714;8,69144E+12;DURU 1KG BULGUR KOFTELIK KISIRLIK
5573;8,69144E+12;DURU 1KG BULGUR MIDYAT INCE
3709;8,69144E+12;DURU 1KG BULGUR PILAVLIK
4382;8,69144E+12;DURU 1KG BULGUR SERIYELI
4234;8,69144E+12;DURU 1KG DERMASON FASULYE
5525;8,69144E+12;DURU 1KG JASMINE PIRINC
5844;8,69144E+12;DURU 1KG KARA BUGDAY
5018;8,69144E+12;DURU 1KG KIRIK PIRINC
3715;8,69144E+12;DURU 1KG KIRMIZI MERCIMEK
3993;8,69144E+12;DURU 1KG KOCBASI NOHUT 8ML
4235;8,69144E+12;DURU 1KG KOCBASI NOHUT 9ML
3992;8,69144E+12;DURU 1KG KURU FASULYE
3994;8,69144E+12;DURU 1KG PATLAYAN MISIR
3711;8,69144E+12;DURU 1KG PIRIC PILAVLIK YERLI
3713;8,69144E+12;DURU 1KG PIRINC BALDO
3716;8,69144E+12;DURU 1KG PIRINC OSMANCIK
3710;8,69144E+12;DURU 1KG YESIL MERCIMEK
4177;8,69144E+12;DURU 2,5KG BALDO PIRINC
4233;8,69144E+12;DURU 2,5KG KIRMIZI MERCIMEK
5546;8,69144E+12;DURU 2,5KG PILAVLIK BULGUR
3991;8,69144E+12;DURU 2,5KG PILAVLIK PIRINC
3926;8,69144E+12;DURU 2.5KG OSMANCIK PIRINC
2319;8,69051E+12;DURU 2000 KUTU CICEK 375 GR 5'LI
2318;8,69051E+12;DURU 2000 KUTU LEYLAK+INCI 375 GR 5'LI
3861;8,69144E+12;DURU 235GR MISIR
5386;8,69051E+12;DURU 270GR HYDRO PURE SABUN
5572;8,69144E+12;DURU 2KG BALDO PIRINC
5526;8,69144E+12;DURU 2KG KIRMIZI MERCIMEK
5547;8,69144E+12;DURU 2KG OSMANCIK PIRINC
3939;8,69051E+12;DURU 4*70GR SABUN CESITLERI
12524;8,69051E+12;DURU 5*75GR EKO MEYVE CILEK
12525;8,69051E+12;DURU 5*75GR EKO MEYVE KREM MANDALINA
12527;8,69051E+12;DURU 5*75GR EKO MEYVE NAR
12526;8,69051E+12;DURU 5*75GR EKO MEYVE SEFTALI
4236;8,69144E+12;DURU 500GR PATLAYAN MISIR
5869;8,69051E+12;DURU 600 GR BEYAZ SABUN
5388;8,69051E+12;DURU 900ML KOLONYA
10478;8,69051E+12;DURU ACTIVEX LIKIT 900 ML
1302;8,69051E+12;DURU BANYO 180GR BAL OZLU
1303;8,69051E+12;DURU BANYO 180GR SALATALIK OZLU
242;8,69051E+12;DURU BANYO 180GR SUT OZLU
7800;8,69051E+12;DURU BANYO 200GR BADEM OZLU
15053;8,69051E+12;DURU BANYO 200GR BEYAZ
4671;8,69051E+12;DURU BANYO 200GR GUL
7482;8,69051E+12;DURU BANYO 200GR HAVUC OZLU
4674;8,69051E+12;DURU BANYO 200GR MENEKSE
4675;8,69051E+12;DURU BANYO 200GR SUMBUL
4681;8,69051E+12;DURU BEYAZ 600GR
12528;8,69051E+12;DURU BEYAZ 600GR GUL
12530;8,69051E+12;DURU BEYAZ 600GR LAVANTA
20118;8,69051E+12;DURU BEYAZ 600GR OKY.FERAH
14028;8,69051E+12;DURU BEYAZ 800GR ELMA
12529;8,69051E+12;DURU BEYAZ 800GR LIMON
16977;8,69051E+12;DURU BEYAZ 800GR YORESEL CAY
5893;8,69051E+12;DURU BEYAZ SABUN 1 KG
4963;8,69051E+12;DURU DEFNEYAGLI 4*100GR
3036;8,69051E+12;DURU DEO CITRON 125 GR
3039;8,69051E+12;DURU DEO MARINE 125 GR 3 LU
3038;8,69051E+12;DURU DEO TROPIC 125 GR 3 LU
6155;8,69051E+12;DURU DOGAL 150GR 4'LU Z.YAGLI
10907;8,69051E+12;DURU DOGAL 200 GR 4'LU PAPATYA
8600;8,69051E+12;DURU DOGAL 200GR 4LU BADEMLI
8598;8,69051E+12;DURU DOGAL 200GR 4LU DEFNE
4967;8,69051E+12;DURU DOGAL BADEMYAGLI 150GR
4966;8,69051E+12;DURU DOGAL BADEMYAGLI 4*100GR
4968;8,69051E+12;DURU DOGAL DEFNEYAGLI 150GR
17895;8,69051E+12;DURU DUS JELI 250ML ASYA(GIZEMLI)
20522;8,69051E+12;DURU DUS JELI 250ML ELEGANT
9879;8,69051E+12;DURU DUS JELI 250ML GOURMET KARAMELA
15320;8,69051E+12;DURU DUS JELI 250ML GOURMET VISNE,LIME
9880;8,69051E+12;DURU DUS JELI 250ML LOOKS HAYAT OPUCUGU
12523;8,69051E+12;DURU DUS JELI 250ML MANGO
16978;8,69051E+12;DURU DUS JELI 250ML NAR
15832;8,69051E+12;DURU DUS JELI 250ML ORKIDE
15833;8,69051E+12;DURU DUS JELI 250ML SEFTALI
15319;8,69051E+12;DURU DUS JELI 250ML SHINE AMETIST
15318;8,69051E+12;DURU DUS JELI 250ML SHINE INCI
9881;8,69051E+12;DURU DUS JELI 250ML SHINE SAFIR
9882;8,69051E+12;DURU DUS JELI 250ML SHINE YAKUT
8715;8,69051E+12;DURU DUS JELI 250ML UYAN ARTIK
